"age" "education" "married" "black" "hispanic" "re74" "re75" "nodegree" "NoIncome74" "NoIncome75"
23 12 1 1 0 3918.53369140625 2864.51611328125 0 0 0
23 12 1 1 0 3918.53369140625 11637.0966796875 0 0 0
22 12 1 0 0 3918.53369140625 15396.7744140625 0 0 0
31 12 1 1 0 3918.53369140625 18440.322265625 0 0 0
26 17 0 0 0 4173.23828125 11637.0966796875 0 0 0
20 12 1 0 0 4310.38720703125 0 0 0 1
30 17 1 0 0 4310.38720703125 4296.7744140625 0 0 0
42 16 0 0 0 4398.55419921875 17903.2265625 0 0 0
21 14 1 0 0 4506.3134765625 9309.677734375 0 0 0
25 16 1 0 0 4604.27685546875 2954.0322265625 0 0 0
27 15 1 0 0 4702.240234375 0 0 0 1
26 17 1 0 0 4702.240234375 19693.548828125 0 0 0
29 16 1 0 0 4800.20361328125 17187.09765625 0 0 0
20 12 0 0 0 4811.95947265625 716.129028320312 0 0 0
52 12 1 0 0 4898.1669921875 0 0 0 1
23 17 0 0 0 4898.1669921875 2148.38720703125 0 0 0
21 14 1 0 0 4898.1669921875 7161.29052734375 0 0 0
24 16 0 0 0 4898.1669921875 8951.61328125 0 0 0
30 17 1 0 0 4898.1669921875 12084.6767578125 0 0 0
25 17 0 0 0 4996.13037109375 17414.46875 0 0 0
21 12 1 0 0 5094.09375 6803.2255859375 0 0 0
28 12 1 0 0 5094.09375 10741.9345703125 0 0 0
20 12 1 0 0 5182.2607421875 6266.12890625 0 0 0
36 16 0 0 0 5290.0205078125 4833.87109375 0 0 0
19 12 0 1 0 5387.98388671875 8056.45166015625 0 0 0
21 12 1 1 0 5868.00390625 3043.54833984375 0 0 0
47 12 1 0 0 5868.00390625 9513.7744140625 0 0 0
24 16 1 0 0 5877.80029296875 4833.87109375 0 0 0
24 12 1 1 0 5877.80029296875 8951.61328125 0 0 0
25 17 1 0 0 5877.80029296875 10562.9033203125 0 0 0
21 16 1 0 0 5877.80029296875 10562.9033203125 0 0 0
31 12 1 1 0 5877.80029296875 11064.1943359375 0 0 0
26 14 1 0 0 5877.80029296875 13427.4189453125 0 0 0
22 12 0 1 0 5891.51513671875 10367.7578125 0 0 0
20 13 0 1 0 5897.39306640625 12532.2578125 0 0 0
20 13 1 0 1 6073.72705078125 10025.8056640625 0 0 0
27 14 1 0 0 6269.65380859375 0 0 0 1
26 12 0 0 0 6269.65380859375 11637.0966796875 0 0 0
23 17 1 0 0 6367.6171875 5370.9677734375 0 0 0
23 12 0 1 0 6494.96923828125 12532.2578125 0 0 0
22 12 0 1 0 6583.13671875 4475.806640625 0 0 0
21 12 0 1 0 6661.50732421875 11458.0654296875 0 0 0
21 12 1 0 0 6661.50732421875 12532.2578125 0 0 0
28 14 1 0 0 6739.8779296875 7877.41943359375 0 0 0
27 12 1 1 0 6855.474609375 0 0 0 1
25 14 0 0 0 6857.43359375 1790.32263183594 0 0 0
30 12 1 0 0 6857.43359375 3222.58056640625 0 0 0
27 13 1 1 0 6857.43359375 4096.25830078125 0 0 0
22 13 0 0 0 6857.43359375 6266.12890625 0 0 0
23 16 1 0 0 6857.43359375 14143.5478515625 0 0 0
24 12 1 1 0 6857.43359375 14322.5810546875 0 0 0
19 13 0 0 0 6857.43359375 15217.7421875 0 0 0
21 14 1 0 0 6974.98974609375 11407.9345703125 0 0 0
29 17 1 0 0 7053.3603515625 7161.29052734375 0 0 0
27 16 1 0 0 7053.3603515625 11637.0966796875 0 0 0
28 15 1 0 0 7249.287109375 15217.7421875 0 0 0
26 12 1 0 0 7406.0283203125 0 0 0 1
54 12 1 0 0 7445.2138671875 0 0 0 1
28 15 0 1 0 7445.2138671875 0 0 0 1
27 15 1 0 0 7445.2138671875 10741.9345703125 0 0 0
26 13 0 0 0 7449.13232421875 5729.0322265625 0 0 0
21 12 1 0 0 7523.58447265625 7934.70947265625 0 0 0
53 14 1 1 0 7641.140625 8421.677734375 0 0 0
21 13 1 0 0 7688.1630859375 12743.515625 0 0 0
22 13 0 0 0 7739.10400390625 3759.67749023438 0 0 0
27 16 0 0 0 7837.0673828125 0 0 0 1
37 15 1 0 1 7837.0673828125 179.032257080078 0 0 0
33 13 0 0 0 7837.0673828125 3580.64526367188 0 0 0
19 12 0 1 0 7837.0673828125 3759.67749023438 0 0 0
28 12 1 0 0 7837.0673828125 4475.806640625 0 0 0
32 12 1 1 0 7837.0673828125 5370.9677734375 0 0 0
24 12 0 0 0 7837.0673828125 5370.9677734375 0 0 0
22 12 0 0 0 7837.0673828125 7497.87109375 0 0 0
20 12 1 1 0 7837.0673828125 8951.61328125 0 0 0
23 12 1 0 0 7837.0673828125 8951.61328125 0 0 0
27 12 1 1 0 7837.0673828125 8951.61328125 0 0 0
23 12 1 1 0 7837.0673828125 12532.2578125 0 0 0
19 12 1 0 1 7837.0673828125 12532.2578125 0 0 0
27 14 0 0 0 7837.0673828125 14322.5810546875 0 0 0
22 16 1 0 0 7837.0673828125 16112.9033203125 0 0 0
42 12 1 0 0 7837.0673828125 16112.9033203125 0 0 0
20 13 0 0 0 7837.0673828125 17491.451171875 0 0 0
29 13 0 0 0 7958.5419921875 0 0 0 1
23 12 1 1 0 7993.80859375 13427.4189453125 0 0 0
19 12 1 0 0 8054.5458984375 9309.677734375 0 0 0
21 12 1 1 0 8150.5498046875 13092.62890625 0 0 0
26 12 1 0 0 8228.9208984375 13606.4521484375 0 0 0
21 16 0 0 0 8228.9208984375 22379.03125 0 0 0
24 12 1 1 0 8275.943359375 15416.4677734375 0 0 0
29 12 1 0 0 8389.580078125 5908.064453125 0 0 0
26 12 1 1 0 8616.85546875 8593.548828125 0 0 0
23 14 1 1 0 8675.6337890625 10398.1943359375 0 0 0
25 12 0 0 0 8683.470703125 9130.6455078125 0 0 0
21 12 1 0 0 8816.7001953125 5729.0322265625 0 0 0
25 12 0 1 0 8816.7001953125 6266.12890625 0 0 0
22 12 1 0 0 8816.7001953125 9939.87109375 0 0 0
22 12 1 0 0 8816.7001953125 10741.9345703125 0 0 0
23 12 1 1 0 8816.7001953125 12174.1943359375 0 0 0
18 12 0 0 0 8816.7001953125 14322.5810546875 0 0 0
27 12 0 1 0 8816.7001953125 14322.5810546875 0 0 0
21 12 0 1 0 8816.7001953125 14859.6767578125 0 0 0
25 12 1 0 0 8816.7001953125 16112.9033203125 0 0 0
21 13 1 0 0 8816.7001953125 17903.2265625 0 0 0
27 12 1 0 0 8816.7001953125 44758.06640625 0 0 0
23 12 1 0 0 8840.2119140625 7161.29052734375 0 0 0
21 12 1 0 0 8867.6416015625 14995.7421875 0 0 0
23 14 1 1 0 8934.2568359375 12532.2578125 0 0 0
23 16 0 1 0 9012.626953125 16490.66015625 0 0 0
31 17 1 0 0 9012.626953125 29465.12890625 0 0 0
27 12 1 1 0 9067.486328125 5370.9677734375 0 0 0
21 12 1 1 0 9169.3681640625 7161.29052734375 0 0 0
23 12 1 1 0 9169.3681640625 8271.2900390625 0 0 0
19 12 1 0 0 9208.5537109375 5550 0 0 0
46 12 1 0 0 9284.9658203125 8504.0322265625 0 0 0
24 12 1 0 0 9371.1728515625 2864.51611328125 0 0 0
20 13 0 0 1 9404.48046875 0 0 0 1
24 17 1 0 0 9404.48046875 5370.9677734375 0 0 0
23 12 1 0 0 9404.48046875 9130.6455078125 0 0 0
34 12 1 0 0 9404.48046875 9166.451171875 0 0 0
35 12 1 0 0 9404.48046875 9313.2578125 0 0 0
23 12 0 0 0 9404.48046875 11834.0322265625 0 0 0
21 14 0 1 0 9420.1552734375 5370.9677734375 0 0 0
21 12 1 0 1 9496.56640625 8772.5810546875 0 0 0
26 12 1 0 0 9561.2216796875 0 0 0 1
23 13 1 0 0 9698.37109375 8593.548828125 0 0 0
27 12 1 0 1 9698.37109375 11279.0322265625 0 0 0
50 12 1 0 1 9788.4970703125 9846.7744140625 0 0 0
27 12 1 1 0 9796.333984375 0 0 0 1
25 12 1 0 0 9796.333984375 2685.48388671875 0 0 0
21 12 1 1 0 9796.333984375 4296.7744140625 0 0 0
21 13 1 0 0 9796.333984375 8593.548828125 0 0 0
33 12 0 1 0 9796.333984375 8951.61328125 0 0 0
19 12 1 0 0 9796.333984375 9846.7744140625 0 0 0
20 12 1 0 0 9796.333984375 10204.8388671875 0 0 0
22 12 1 1 0 9796.333984375 10741.9345703125 0 0 0
32 12 1 0 0 9796.333984375 11458.0654296875 0 0 0
24 13 1 0 0 9796.333984375 11458.0654296875 0 0 0
29 12 1 1 0 9796.333984375 12532.2578125 0 0 0
23 12 1 1 0 9796.333984375 12532.2578125 0 0 0
26 14 1 0 0 9796.333984375 13427.4189453125 0 0 0
20 12 1 0 0 9796.333984375 13427.4189453125 0 0 0
27 12 1 1 0 9796.333984375 14322.5810546875 0 0 0
24 12 1 1 0 9796.333984375 14322.5810546875 0 0 0
24 17 0 0 0 9796.333984375 16112.9033203125 0 0 0
21 13 0 0 0 9796.333984375 16112.9033203125 0 0 0
25 12 1 1 0 9796.333984375 21483.87109375 0 0 0
30 12 1 1 0 9796.333984375 25064.515625 0 0 0
26 12 0 1 0 9913.8896484375 10741.9345703125 0 0 0
22 12 0 0 0 9951.1162109375 14322.5810546875 0 0 0
47 12 1 0 0 9968.7490234375 10523.515625 0 0 0
22 12 0 0 0 9992.2607421875 15754.8388671875 0 0 0
31 12 1 1 0 10188.1865234375 8951.61328125 0 0 0
35 12 1 0 0 10188.1865234375 9309.677734375 0 0 0
49 12 1 0 0 10231.291015625 11082.0966796875 0 0 0
25 13 0 1 0 10246.96484375 15396.7744140625 0 0 0
23 12 1 0 0 10290.0693359375 10562.9033203125 0 0 0
25 17 1 0 0 10384.1142578125 22004.85546875 0 0 0
23 16 1 0 0 10384.1142578125 26854.83984375 0 0 0
34 17 0 0 0 10580.041015625 7161.29052734375 0 0 0
21 12 1 0 0 10580.041015625 8056.45166015625 0 0 0
27 12 0 1 0 10623.14453125 3222.58056640625 0 0 0
23 12 1 0 0 10775.966796875 5370.9677734375 0 0 0
23 12 1 0 0 10775.966796875 7161.29052734375 0 0 0
32 17 0 0 0 10775.966796875 7161.29052734375 0 0 0
27 12 1 1 0 10775.966796875 8951.61328125 0 0 0
24 12 0 1 0 10775.966796875 9309.677734375 0 0 0
34 12 1 0 0 10775.966796875 11637.0966796875 0 0 0
29 12 1 0 0 10775.966796875 12532.2578125 0 0 0
28 14 1 0 0 10775.966796875 13427.4189453125 0 0 0
18 12 0 0 0 10775.966796875 14322.5810546875 0 0 0
20 12 0 1 0 10775.966796875 16372.5 0 0 0
25 13 1 0 0 10775.966796875 16739.515625 0 0 0
23 12 1 1 0 10775.966796875 20481.2890625 0 0 0
26 17 1 0 0 10775.966796875 29182.2578125 0 0 0
24 12 0 0 0 10873.9306640625 15754.8388671875 0 0 0
23 12 1 0 0 10971.8935546875 10204.8388671875 0 0 0
23 16 0 0 0 10971.8935546875 18798.38671875 0 0 0
26 12 1 1 0 11167.8212890625 1074.19348144531 0 0 0
46 12 1 0 0 11167.8212890625 7161.29052734375 0 0 0
23 12 1 1 0 11167.8212890625 7812.9677734375 0 0 0
41 12 1 0 0 11167.8212890625 10741.9345703125 0 0 0
19 12 1 0 0 11201.1279296875 14143.5478515625 0 0 0
29 12 1 0 0 11259.90625 9041.12890625 0 0 0
24 12 0 1 0 11285.376953125 13069.35546875 0 0 0
23 12 0 1 0 11328.4814453125 2685.48388671875 0 0 0
22 12 1 0 0 11363.7470703125 4654.8388671875 0 0 0
21 12 0 0 0 11363.7470703125 9667.7421875 0 0 0
27 12 1 0 0 11363.7470703125 12532.2578125 0 0 0
37 12 1 0 0 11430.36328125 11372.12890625 0 0 0
44 12 1 0 0 11559.673828125 7340.32275390625 0 0 0
38 16 1 0 0 11559.673828125 7877.41943359375 0 0 0
34 12 1 0 0 11755.6005859375 0 0 0 1
49 12 0 0 0 11755.6005859375 0 0 0 1
23 12 1 0 0 11755.6005859375 0 0 0 1
28 14 1 1 0 11755.6005859375 0 0 0 1
43 12 1 0 0 11755.6005859375 0 0 0 1
28 16 0 0 0 11755.6005859375 6445.1611328125 0 0 0
29 12 1 1 0 11755.6005859375 9846.7744140625 0 0 0
53 12 1 0 0 11755.6005859375 9893.322265625 0 0 0
21 12 1 0 0 11755.6005859375 10204.8388671875 0 0 0
24 13 1 1 0 11755.6005859375 10741.9345703125 0 0 0
21 12 1 0 0 11755.6005859375 10741.9345703125 0 0 0
24 12 1 0 0 11755.6005859375 11074.9345703125 0 0 0
21 12 0 0 0 11755.6005859375 11637.0966796875 0 0 0
23 14 1 0 0 11755.6005859375 11637.0966796875 0 0 0
28 12 1 0 0 11755.6005859375 12532.2578125 0 0 0
28 12 1 0 0 11755.6005859375 12532.2578125 0 0 0
25 17 1 0 0 11755.6005859375 12621.7744140625 0 0 0
23 13 1 0 0 11755.6005859375 13427.4189453125 0 0 0
30 12 1 0 0 11755.6005859375 13635.0966796875 0 0 0
23 12 1 0 0 11755.6005859375 13785.484375 0 0 0
26 12 1 0 0 11755.6005859375 14322.5810546875 0 0 0
21 12 1 1 0 11755.6005859375 14322.5810546875 0 0 0
26 12 1 0 0 11755.6005859375 14322.5810546875 0 0 0
25 12 1 1 0 11755.6005859375 14322.5810546875 0 0 0
22 12 1 0 0 11755.6005859375 14465.8056640625 0 0 0
28 16 1 0 0 11755.6005859375 15217.7421875 0 0 0
22 13 1 1 0 11755.6005859375 15217.7421875 0 0 0
24 16 1 0 0 11755.6005859375 16112.9033203125 0 0 0
27 15 0 1 0 11755.6005859375 16744.88671875 0 0 0
19 12 0 0 0 11755.6005859375 19335.484375 0 0 0
38 14 1 0 0 11755.6005859375 19693.548828125 0 0 0
38 14 0 0 0 11755.6005859375 21483.87109375 0 0 0
45 12 1 0 0 11771.275390625 11270.0810546875 0 0 0
26 12 1 1 0 11775.193359375 14150.7099609375 0 0 0
31 16 1 0 0 11784.990234375 9846.7744140625 0 0 0
25 13 1 1 0 11931.9345703125 13824.87109375 0 0 0
25 14 1 0 0 11973.0791015625 14322.5810546875 0 0 0
22 12 1 0 0 12051.4501953125 16025.1767578125 0 0 0
36 12 1 0 0 12147.4541015625 13964.515625 0 0 0
27 12 1 0 0 12147.4541015625 14322.5810546875 0 0 0
33 12 1 0 0 12147.4541015625 16112.9033203125 0 0 0
27 12 1 0 0 12147.4541015625 23274.193359375 0 0 0
30 12 1 1 0 12225.8251953125 10741.9345703125 0 0 0
46 12 1 0 0 12343.380859375 11637.0966796875 0 0 0
23 14 1 0 0 12343.380859375 12532.2578125 0 0 0
25 16 1 0 0 12343.380859375 13606.4521484375 0 0 0
27 14 1 0 0 12419.7919921875 16829.03125 0 0 0
49 16 1 0 0 12504.041015625 12353.2255859375 0 0 0
22 12 1 0 0 12539.3076171875 12532.2578125 0 0 0
28 16 1 0 0 12572.615234375 21483.87109375 0 0 0
24 12 1 1 0 12658.8232421875 19693.548828125 0 0 0
37 17 1 1 0 12735.234375 1306.935546875 0 0 0
22 13 0 0 0 12735.234375 12532.2578125 0 0 0
23 17 0 0 0 12735.234375 14322.5810546875 0 0 0
23 12 0 1 0 12735.234375 14322.5810546875 0 0 0
26 12 1 0 0 12735.234375 14322.5810546875 0 0 0
22 12 0 0 0 12735.234375 16112.9033203125 0 0 0
31 14 1 0 0 12735.234375 17724.193359375 0 0 0
31 14 1 0 0 12735.234375 17724.193359375 0 0 0
54 12 1 0 0 12735.234375 17894.2734375 0 0 0
25 16 1 1 0 12735.234375 18261.2890625 0 0 0
28 12 1 1 0 12735.234375 19693.548828125 0 0 0
19 13 1 0 0 12735.234375 19693.548828125 0 0 0
26 17 1 0 0 12735.234375 25064.515625 0 0 0
28 12 1 0 0 12813.60546875 7161.29052734375 0 0 0
20 12 1 0 0 12931.1611328125 2363.22583007812 0 0 0
26 12 1 0 0 12931.1611328125 11100 0 0 0
25 17 1 0 0 12935.0791015625 22379.03125 0 0 0
24 12 1 0 0 13029.1240234375 13964.515625 0 0 0
22 12 1 0 0 13127.087890625 8951.61328125 0 0 0
27 17 1 0 0 13127.087890625 10741.9345703125 0 0 0
26 12 1 0 0 13127.087890625 12174.1943359375 0 0 0
27 12 1 1 0 13127.087890625 12353.2255859375 0 0 0
19 12 1 0 0 13127.087890625 12532.2578125 0 0 0
29 17 1 0 0 13127.087890625 19693.548828125 0 0 0
20 12 1 0 0 13244.6435546875 8772.5810546875 0 0 0
25 12 1 0 0 13291.666015625 14202.62890625 0 0 0
29 16 1 0 0 13323.013671875 5370.9677734375 0 0 0
23 14 0 0 0 13323.013671875 12174.1943359375 0 0 0
28 12 1 0 0 13323.013671875 12532.2578125 0 0 0
30 14 1 0 0 13323.013671875 14322.5810546875 0 0 0
26 16 1 1 0 13323.013671875 19693.548828125 0 0 0
24 12 1 0 1 13493.4697265625 16470.96875 0 0 0
22 12 1 1 0 13518.94140625 13427.4189453125 0 0 0
27 12 1 0 0 13597.3115234375 15833.61328125 0 0 0
22 12 1 1 0 13665.8857421875 17903.2265625 0 0 0
42 13 1 0 0 13701.1533203125 0 0 0 1
22 12 1 1 0 13714.8681640625 0 0 0 1
47 12 1 0 0 13714.8681640625 0 0 0 1
26 12 1 0 0 13714.8681640625 716.129028320312 0 0 0
21 12 1 0 0 13714.8681640625 3222.58056640625 0 0 0
25 16 0 0 0 13714.8681640625 6042.3388671875 0 0 0
25 12 1 1 0 13714.8681640625 8235.484375 0 0 0
23 12 0 0 0 13714.8681640625 10741.9345703125 0 0 0
33 12 0 1 0 13714.8681640625 11100 0 0 0
55 16 1 1 0 13714.8681640625 11995.1611328125 0 0 0
47 12 1 1 0 13714.8681640625 12433.7900390625 0 0 0
20 12 1 1 0 13714.8681640625 12532.2578125 0 0 0
26 12 1 1 0 13714.8681640625 12532.2578125 0 0 0
31 12 1 0 0 13714.8681640625 12532.2578125 0 0 0
30 12 1 0 0 13714.8681640625 12532.2578125 0 0 0
21 12 0 1 0 13714.8681640625 13339.6943359375 0 0 0
28 17 1 0 0 13714.8681640625 13427.4189453125 0 0 0
24 12 1 0 0 13714.8681640625 13427.4189453125 0 0 0
28 12 1 0 0 13714.8681640625 13606.4521484375 0 0 0
23 12 0 0 0 13714.8681640625 14322.5810546875 0 0 0
35 12 0 0 0 13714.8681640625 15038.7099609375 0 0 0
27 14 1 0 0 13714.8681640625 15217.7421875 0 0 0
23 12 1 0 0 13714.8681640625 15754.8388671875 0 0 0
24 12 1 1 0 13714.8681640625 16112.9033203125 0 0 0
24 12 1 0 0 13714.8681640625 16112.9033203125 0 0 0
39 12 1 1 0 13714.8681640625 17008.064453125 0 0 0
33 12 1 0 0 13714.8681640625 18082.2578125 0 0 0
45 14 1 0 0 13714.8681640625 19102.7421875 0 0 0
45 14 1 0 0 13714.8681640625 19102.7421875 0 0 0
27 12 1 1 0 13714.8681640625 19425 0 0 0
